GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,RCPSZFF.id,RCPSZFF.display-label,YEAR.id,FIRM,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP
0100000US,,United States,22133,Steam and air-conditioning supply,999,Firms not operated for the entire year,2012,2,2,D,D,D,b
0100000US,,United States,221330,Steam and air-conditioning supply,001,All firms,2012,33,95,1428426,161608,46526,2086
0100000US,,United States,221330,Steam and air-conditioning supply,004,Firms operated for the entire year,2012,31,93,D,D,D,g
0100000US,,United States,221330,Steam and air-conditioning supply,514,"Firms operated entire year with sales/receipts/revenue less than $100,000",2012,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,523,"Firms operated entire year with sales/receipts/revenue of $100,000 to $249,999",2012,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,525,"Firms operated entire year with sales/receipts/revenue of $250,000 to $499,999",2012,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,531,"Firms operated entire year with sales/receipts/revenue of $500,000 to $999,999",2012,1,1,D,D,D,a
0100000US,,United States,221330,Steam and air-conditioning supply,533,"Firms operated entire year with sales/receipts/revenue of $1,000,000 to $2,499,999",2012,3,3,4061,610,166,14
0100000US,,United States,221330,Steam and air-conditioning supply,541,"Firms operated entire year with sales/receipts/revenue of $2,500,000 to $4,999,999",2012,7,7,27684,5032,1289,104
0100000US,,United States,221330,Steam and air-conditioning supply,542,"Firms operated entire year with sales/receipts/revenue of $5,000,000 to $9,999,999",2012,2,3,D,D,D,b
0100000US,,United States,221330,Steam and air-conditioning supply,551,"Firms operated entire year with sales/receipts/revenue of $10,000,000 to $24,999,999",2012,6,11,103927,16037,4370,238
0100000US,,United States,221330,Steam and air-conditioning supply,553,"Firms operated entire year with sales/receipts/revenue of $25,000,000 to $49,999,999",2012,5,7,D,D,D,e
0100000US,,United States,221330,Steam and air-conditioning supply,561,"Firms operated entire year with sales/receipts/revenue of $50,000,000 to $99,999,999",2012,3,7,216521,24301,6461,247
0100000US,,United States,221330,Steam and air-conditioning supply,563,"Firms operated entire year with sales/receipts/revenue of $100,000,000 to $249,999,999",2012,2,19,D,D,D,e
0100000US,,United States,221330,Steam and air-conditioning supply,572,"Firms operated entire year with sales/receipts/revenue of $250,000,000 to $499,999,999",2012,2,35,D,D,D,f
0100000US,,United States,221330,Steam and air-conditioning supply,581,"Firms operated entire year with sales/receipts/revenue of $500,000,000 or more",2012,0,0,0,0,0,0
0100000US,,United States,221330,Steam and air-conditioning supply,999,Firms not operated for the entire year,2012,2,2,D,D,D,b
